Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,0.0,2.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,0,135000.0,Pensioner,Higher education,Separated,House / apartment,59,0.0,1.0,Unknown,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31,2.0,5.0,High skill tech staff,0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,52,6.1,1.0,Laborers,0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,52,6.1,1.0,Laborers,0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,52,6.1,1.0,Laborers,0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,52,6.1,1.0,Laborers,0
F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,2.5,4.0,Unknown,0
F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,42,6.4,3.0,Sales staff,0
F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,42,6.4,3.0,Sales staff,0
F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,42,6.4,3.0,Sales staff,0
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,0.0,1.0,Unknown,0
F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,0.0,1.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,1.0,2.0,Unknown,0
M,Y,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,46,14.6,3.0,Drivers,0
M,Y,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,46,14.6,3.0,Drivers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,37,1.1,2.0,Laborers,0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,50,1.1,1.0,Cooking staff,0
F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,46,9.6,2.0,Medicine staff,0
F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,46,9.6,2.0,Medicine staff,0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,24.0,3.0,Laborers,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,33,14.6,4.0,High skill tech staff,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,24,1.6,1.0,High skill tech staff,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,24,1.6,1.0,High skill tech staff,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,24,1.6,1.0,High skill tech staff,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,53,2.4,1.0,Unknown,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,53,2.4,1.0,Unknown,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,53,2.4,1.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,36,8.2,4.0,Core staff,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,26,1.4,3.0,Unknown,0
F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,26,1.4,3.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,2.0,Unknown,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,2.0,Unknown,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54,5.2,2.0,Laborers,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54,5.2,2.0,Laborers,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54,5.2,2.0,Laborers,0
F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,54,5.2,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,54,2.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,27,1.6,2.0,Sales staff,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0.0,1.0,Unknown,0
M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,46,2.3,2.0,Security staff,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,25,2.9,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,61,0.0,2.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,61,0.0,2.0,Unknown,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,31,8.1,4.0,Managers,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,10.0,3.0,High skill tech staff,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,10.0,3.0,High skill tech staff,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,10.0,3.0,High skill tech staff,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,10.0,3.0,High skill tech staff,0
M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,10.0,3.0,High skill tech staff,0
F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,2.0,Unknown,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,40,12.6,4.0,Medicine staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,45,1.6,2.0,Cleaning staff,0
F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28,4.6,2.0,Core staff,0
F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28,4.6,2.0,Core staff,0
F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28,4.6,2.0,Core staff,0
F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28,4.6,2.0,Core staff,0
F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,28,4.6,2.0,Core staff,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,6.1,2.0,Managers,0
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,8.5,2.0,Managers,0
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,8.5,2.0,Managers,0
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,8.5,2.0,Managers,0
F,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55,6.6,1.0,Cooking staff,0
F,N,Y,0,207000.0,Working,Secondary / secondary special,Widow,House / apartment,55,1.4,1.0,Accountants,0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,10.4,2.0,Sales staff,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48,23.0,2.0,Laborers,0
F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,49,0.5,3.0,Unknown,0
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
M,N,N,0,202500.0,Working,Higher education,Married,House / apartment,34,9.6,2.0,Core staff,0
F,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,40,5.9,2.0,High skill tech staff,0
F,Y,N,0,247500.0,Commercial associate,Higher education,Married,House / apartment,40,5.9,2.0,High skill tech staff,0
F,N,N,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,50,11.1,2.0,Laborers,0
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,4.9,2.0,Sales staff,0
F,N,Y,3,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31,9.2,5.0,Laborers,0
F,N,Y,3,292500.0,Working,Incomplete higher,Married,House / apartment,32,10.8,5.0,Unknown,0
F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,14.9,2.0,Managers,0
F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0.0,2.0,Unknown,0
F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,53,33.0,3.0,Medicine staff,0
F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,8.2,2.0,Managers,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,0.0,2.0,Unknown,0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,8.1,2.0,Sales staff,0
